Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,tavg,C_value,CV_C_value,perc_per_text,perc_wood_text,perc_ag_text,floral_symm_text,mating_system_text,repro_syndrome_text,pollination_syndrome_text,redlist_text,tavg_text,cvalue_text,cv_cvalue_text,image_url
Ammannia,Lythraceae,Myrtales,0,0,0,0,0,0,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agriculturally important,radial,selfing,autogamous,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/d/d8/Ammannia_coccinea_NRCS-1.jpg
Ammi,Apiaceae,Apiales,0,0,0,0,0.003968254,.,1,1,1,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,abiotic reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,No image found
Ammophila,Poaceae,Poales,5,0.1,1,0,0.074314214,.,1,0,0,.,.,4.815,0,About 100% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial symmetry,obligate selfing,obligate selfing,wind-pollinated,low extinction risk,temperate climates,medium genome,low variation,No image found
Amorpha,Fabaceae,Fabales,0,0,1,1,0.096494845,.,1,1,1,.,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 10% of species are agricultural,radial,selfing,obligate selfing,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/9/9d/Amorpha_fruiticosa.jpg
Amphibromus,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,3.99,.,About 100% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial symmetry,mixed mating system,obligate xenogamy,wind-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/8/83/Amphibromus_nervosus.jpg
Amphicarpum,Poaceae,Poales,0,0,0.5,0,0.074314214,.,.,.,.,.,.,.,.,About 50% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial symmetry,mixed mating system,sexual reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/b/be/Amphicarpum_muehlenbergianum.jpg
Amphipogon,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,0,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial,mixed,sexual reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/6/68/Amphipogon_turbinatus_-_01.jpg
Amsinckia,Boraginaceae,Boraginales,0.246305419,0.034482759,0,0,0.001824818,.,.,1,1,4,0.33825,1.133333333,13.47816381,About 0% of species are perennial,About 0% of species are woody,About 0% of species are annual or herbaceous perennial,radial,obligate xenogamy,long-styled,insect-pollinated,high risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/d/d9/Amsinckia_eastwoodiae.jpg
Amsonia,Apocynaceae,Gentianales,0,0,1,0,0.000658617,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial or bilateral symmetry,mixed mating system,herbaceous perennial reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/6/6f/Amsonia-tabernaemontana-flowers.JPG
Amyema,Loranthaceae,Santalales,0,0,1,1,0,.,.,.,1,.,.,11.71222222,21.3118243,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial,selfing,sexual reproduction,insect-pollinated,low extinction risk,temperate climates,large genome,high variation,https://upload.wikimedia.org/wikipedia/commons/b/bd/Amyema-pendula-6.jpeg
Anabasis,Amaranthaceae,Caryophyllales,0,0,1,1,0.041463415,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 1% of species are woody,About 4% of species are agricultural,radial,mixed mating system,sexual reproduction,wind-pollinated,low extinction risk,temperate climates,small genome,moderate variation,No image found
Anacyclus,Asteraceae,Asterales,0,0,0.25,0,0.00210989,.,.,.,.,.,.,6.4,22.19813419,About 25% of species are perennial,About 0% of species are woody,About 0% of species are cultivated,radial symmetry,mixed mating system,cross-pollinated,insect-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/4/4b/Anacyclus_pyrethrum_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-011.jpg
Anagallis,Primulaceae,Ericales,0,0,0.333333333,0,0,.,1,0.833333333,1,.,.,1.75,.,About 33% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,agamospermy,wind-pollinated,low extinction risk,cold climates,small genome,low variation,No image found
Anarrhinum,Plantaginaceae,Lamiales,10,0.2,0.5,0,0.005925926,.,1,1,1,.,.,.,.,About 50% of species are perennial,About 0% of species are woody,About 1% of species are agricultural,radial symmetry,selfing,autogamous,wind-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/4/48/Anarrhinum_bellidifolium_001.JPG
Anchusa,Boraginaceae,Boraginales,0.15015015,0.027027027,0.445945946,0,0.001824818,.,1,1,1,4,.,.,.,About 45% of species are perennial,About 0% of species are woody,About 0% of species are agriculturally important,radial symmetry,selfing,obligate xenogamy,insect-pollinated,high risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/6/67/Anchusa_officinalis_16-06-2006_19.44.06.JPG
Androcymbium,Colchicaceae,Liliales,0,0,1,0,0,0,.,.,.,.,.,2.89,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are agroforestry,radial,Selfing,Autogamous,Insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/1/1f/Colchicum_speciosum000.jpg
Andropogon,Poaceae,Poales,0.735294118,0.058823529,1,0,0.074314214,1,.,.,0,3.333333333,.,4.378571429,0,About 1% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial,mixed mating system,self-pollination,wind-pollinated,high risk,temperate climates,medium genome,low variation,https://upload.wikimedia.org/wikipedia/commons/a/ad/Starr_031118-0122_Andropogon_virginicus.jpg
Androsace,Primulaceae,Ericales,0,0,0.602941176,0,0,.,1,0.875,1,.,.,.,.,About 60% of species are perennial,About 0% of species are woody,About 0% of species are aggregated,radial symmetry,mixed mating system,obligate autogamy,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/3/3d/Androsace_laevigata_5662.jpg
Andryala,Asteraceae,Asterales,0,0,0.7,0,0.00210989,.,.,.,1,.,.,2.225,27.64866965,About 70% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,mixed mating system,standard sexual reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/4/44/Andryala_laxiflora_FlowerCloseup_DehesaBoyaldePuertollano.jpg
Anemone,Ranunculaceae,Ranunculales,0.289855072,0.065217391,1,0,0,.,1,0.611111111,1,3,.,17.23103448,41.21008428,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,autotrophic,wind-pollinated,moderate risk,temperate climates,large genome,high variation,https://upload.wikimedia.org/wikipedia/commons/d/de/Anemones5.jpg
Angelica,Apiaceae,Apiales,0,0,0.983333333,0,0.003968254,.,1,1,1,.,.,3.23,.,About 98% of species are perennial,About 0% of species are woody,About 0% of species are of agricultural importance,radial symmetry,selfing,hermaphroditic,wind-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/8/8e/Gewone_engwortel_R0012880_Plant.JPG
Angianthus,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,reproduction by seed,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/d/d7/Angianthus_acrohyalinus.jpg
Anisantha,Poaceae,Poales,0,0,0,0,0.074314214,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 7% of species are aggregated,radial symmetry,self-incompatible,obligate xenogamy,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/d/d4/Bromus_pubescens.jpg
Antennaria,Asteraceae,Asterales,0.354609929,0.083333333,1,0,0.00210989,.,1,0.5,1,.,0.729,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,sexual reproduction,insect-pollinated,low extinction risk,warm climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/e/ed/Antennaria_racemosa_4844f.JPG
Anthemis,Asteraceae,Asterales,0.016228497,0.006329114,0.486842105,0,0.00210989,.,1,1,1,4,.,8.175,4.757293329,About 49% of species are perennial,About 0% of species are woody,About 0% of species are aggregated,radial symmetry,selfing,vegetative reproduction,wind-pollinated,high risk,temperate climates,large genome,low variation,https://upload.wikimedia.org/wikipedia/commons/8/89/Illustration_Anthemis_arvensis0.jpg
Anthericum,Asparagaceae,Asparagales,0,0,1,0,0,.,1,0.5,1,.,.,8.635,95.23626943,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,dioecious,wind-pollinated,low extinction risk,warm climates,large genome,high variation,https://upload.wikimedia.org/wikipedia/commons/5/56/Anthericum_ramosum_250605.jpg
Anthoxanthum,Poaceae,Poales,0,0,0.5,0,0.074314214,.,1,0.75,0,.,.,5.9,.,About 50% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial,mixed mating,typically insect-pollinated,wind-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/9/96/Anthoxanthum_odoratum.jpg
Anthriscus,Apiaceae,Apiales,0,0,0.333333333,0,0.003968254,.,1,0.75,1,.,.,2.25,.,About 33% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,non-cleistogamous,wind-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/4/40/Anthriscus_cerefolium0.jpg
Anthyllis,Fabaceae,Fabales,0,0,0.643410853,0.789473684,0.096494845,.,1,1,1,.,.,0.575,23.36526755,About 64% of species are perennial,About 79% of species are woody,About 10% of species are agricultural,radial symmetry,selfing,obligate selfing,wind-pollinated,low extinction risk,cold climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/0/0a/Anthyllis_vulneraria%2C_AlpenWundklee_1.JPG
Antidesma,Phyllanthaceae,Malpighiales,100,0.5,1,1,0.002292264,0,.,.,.,1.75,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial,mixed mating system,Reproduction typically involves sexual reproduction.,Pollination is primarily achieved through abiotic means.,moderate risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/e/e1/Antidesma.platyphyllum3web.jpg
Antinoria,Poaceae,Poales,0,0,0.25,0,0.074314214,.,.,.,.,.,.,.,.,About 25% of species are perennial,About 0% of species are woody,About 7% of species are agroforestry,radial symmetry,mixed mating system,generalist reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/d/d0/Antinoria_agrostidea002.jpg
Antirrhinum,Plantaginaceae,Lamiales,0.64516129,0.096774194,0.59375,0.28125,0.005925926,.,1,1,1,3,0.815,0.778,0,About 59% of species are perennial,About 28% of species are woody,About 1% of species are agricultural,radial symmetry,selfing,outcrossing,insect-pollinated,moderate risk,warm climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/6/6f/Antirrhinum_majus_BCBG_%2802%29.jpg
Aotus,Fabaceae,Fabales,0,0,1,1,0.096494845,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 1% of species are woody,About 10% of species are agamospermic,radial symmetry,mixed mating system,sexual reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,No image found
Apera,Poaceae,Poales,0,0,0,0,0.074314214,.,1,1,0,.,.,5.4,.,About 0% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial,selfing,self-pollination,wind-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/f/f4/Apera_spica-venti_illustration_%2801%29.jpg
Aphanes,Rosaceae,Rosales,0,0,0,0,0.001060071,.,0.75,1,1,2,.,0.58,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,self-incompatible,bisexual reproduction,insect-pollinated,moderate risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/a/aa/Aphanes_arvensis_kz1.jpg
Aphanostephus,Asteraceae,Asterales,0,0,0.25,0,0.00210989,.,.,.,.,.,.,.,.,About 25% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,reproduces sexually,insect-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/a/a3/Aphanostephus_ramosissimus_-_Flickr_-_aspidoscelis_%285%29.jpg
Aphelia,Centrolepidaceae,Poales,0,0,0,0,0,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,autotrophic,wind-pollinated,low extinction risk,cold climates,small genome,low variation,No image found
Apium,Apiaceae,Apiales,2.857142857,0.2,0.5,0,0.003968254,.,1,0.625,1,4,.,1.08,.,About 50% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,vegetative reproduction,wind-pollinated,high risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/4/48/2023-06-22_Apium_graveolens_%28Wild_Celery%29%2C_Elswick%2C_Northumberland_1.jpg
Apocynum,Apocynaceae,Gentianales,11.11111111,0.444444444,1,0,0.000658617,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/a/a3/SpreadingDogbane.JPG
Aquilegia,Ranunculaceae,Ranunculales,0.740055504,0.170212766,1,0,0,.,1,1,1,4,0.486666667,0.53,3.773584906,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agro,radial symmetry,selfing,obligate selfing,insect-pollinated,high risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/b/bb/Wald-Akelei.JPG
Arabidella,Brassicaceae,Brassicales,0,0,0.5,0.5,0.00485306,.,.,.,.,.,.,.,.,About 50% of species are perennial,About 50% of species are woody,About 0% of species are agricultural,radial,mixed mating,vertebrate-dispersed seeds,insect-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/7/77/Arabidella_trisecta_%288694899387%29.jpg
